Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Urspr. plats?,Nuv. koord.,Sockenkod/Fornlämningsnr.,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Övrigt,Alternativt signum,Referens,Bildlänk,lat,lon,marker,date
Ög 208 $ ,"Enebacken, Kårarps ägor",Viby sn (eg. Sjögestads sn),Vifolka hd,Linköping,,6471722.1472844,,,"0488 (Sjögestad), 37:1 [objektid=10048800370001]",,,V,RAK,,sten,,runsten,,B 896; L 1164,$=Fältex. A,http://kmb.raa.se/cocoon/bild/object_list_simple?query=Ög208&showthumbnails=true,58.36789717802223,15.341180574680845,ᚱ,1050
Ög 209 $ ,"Enebacken, Kårarps ägor",Viby sn,Vifolka hd,Mjölby,,6471721.1472830,,,"0522 (Viby), 2:1 [objektid=10052200020001]",,"A2; B1; C1, C10; D1; 0; F3; 0",V,Pr2 - Pr3?,,sten,,runsten,,,$=ATA Dnr 4991/84; NRL art. Orrusti,http://kmb.raa.se/cocoon/bild/object_list_simple?query=Ög209&showthumbnails=true,58.36788733149369,15.340941488670229,ᚱ,1050
Ög 210 $ ,Kårarp,Viby sn,Vifolka hd,Mjölby,,6472347.1472985,,,"0522 (Viby), 1:2 [objektid=10052200010002]",,"A1; B1; C4, C10; D1; E5, E7; F3; 0",V,KB,,sten,,runsten,,B 898; L 1166,$=ATA Dnr 4991/84,,58.373516899947646,15.343516262677294,ᚱ,1050
Ög 211  ,Mörby,Viby sn,Vifolka hd,Mjölby,,6473276.1468672,,,"0522 (Viby), 22 [objektid=10052200220001]",,A1; B1; C9; D1; 0; F3; 0,V,RAK,,sten,,runsten,,,,,58.38156947879786,15.269686643368109,ᚱ,1050
Ög 212 † ,Ålbäcken,Viby sn,Vifolka hd,Mjölby,,6471850.1472450,,,0522 (Viby),,A2?; B2; C7; D1; 0; F3; 0,V,RAK,,sten,,runsten,,B 894; L 1163,,,58.369021683846064,15.334433355977916,ᚱ,1050
Ög 213  ,Västerlösa kyrka,Västerlösa sn,Vifolka hd,Linköping,I vapenhuset.,6477670.1473227,,,"0532 (Västerlösa), 13 [objektid=10053200130001]",,,V,,,sten,kalksten,gravhäll,,L 1656,HedvallMenander469,,58.421319325339006,15.347030733761699,ᚱ,1050
Ög 214  ,Egeby knekttorp,Västerlösa sn,Vifolka hd,Linköping,,6478619.1474449,,,"0532 (Västerlösa), 12 [objektid=10053200120001]",,,V,Pr2 - Pr3?,,sten,,runsten,,B 901; L 1148,,,58.42991222495472,15.367835638231615,ᚱ,1050
Ög 215 † ,Lägernäs,Västra Ryds sn,Ydre hd,Ydre,,6409400.1457400,,,0537 (Västra Ryd),,"A1; B1; C6, C7; D1; 0; F3; 0",V,RAK?,,sten,,runsten,,B 1043; L 1206,,,57.80716679551752,15.088635418759438,ᚱ,1050
Ög 216  ,Sunds kyrkoby,Sunds sn,Ydre hd,Ydre,,6414839.1467096,,,"0502 (Sund), 13 [objektid=10050200130001]",,,V,?,,sten,,runsten,,,,,57.85681729519626,15.250969619208051,ᚱ,1050
Ög 217  ,Oppeby,Sunds sn,Ydre hd,Ydre,,6412579.1466704,,,"0502 (Sund), 12 [objektid=10050200120001]",,"A1; B1; C6, C7; D1; 0; F3; 0",V,RAK,,sten,,runsten,,L 1199,,,57.83649751383953,15.244683060370996,ᚱ,1050
Ög 218 †M? ,Torpa kyrka,Torpa sn,Ydre hd,Ydre,På muren vid predikstolen.,6426603.1460841,,,"0511 (Torpa), 176 [objektid=10051101760001]",,,M? eventuellt eftermedeltida,,,övrigt,,svart kritteckning,Övermålades 1892.,,,,57.96192920450482,15.143677023753225,ᚱ,
Ög 219  ,Lundby,Lillkyrka sn,Åkerbo hd,Linköping,,6485997.1506497,,,"0460 (Lillkyrka), 2 [objektid=10046000020001]",,,V,RAK,,sten,,runsten,,L 1200,,,58.496852384400654,15.916600038641086,ᚱ,1050
Ög 220  ,Östra Skrukeby kyrka,Östra Skrukeby sn,Åkerbo hd,Linköping,Nu i vapenhuset.,6486295.1500778,,,"0555 (Östra Skrukeby), 42 [objektid=10055500420001]",,,V,,,sten,kalksten,gravhäll,,,HedvallMenander155,,58.49957455749837,15.818524884840423,ᚱ,1050
Ög 221 $ ,Törnevalla kyrka,Törnevalla sn,Åkerbo hd,Linköping,Nu vid Reva.,6480950.1501420,,6480788.1501816,"0515 (Törnevalla), 205:2 (nuv. plats) [objektid=10051502050002]",,,V,Fp,,sten,kvartsrik granit,runsten,,,$=Fältex. A,,58.451587031714574,15.82950383503061,ᚱ,1050
Ög 222 $ ,Törnevalla kyrkogårdsport,Törnevalla sn,Åkerbo hd,Linköping,,6480917.1501420,,,"0515 (Törnevalla), 218:2 [objektid=10051502180002]",,A1; B2; C11; D1; 0; F2; 0,V,RAK?,,sten,ljusröd granit,runsten,Ett fragment återfanns 1961 i bogårdsmuren.,L 1558,$=ATA Dnr 1258/61; MÖLM 1960:224,,58.45129076527254,15.829503639852524,ᚱ,1050
Ög 223 $ ,Törnevalla kyrka,Törnevalla sn,Åkerbo hd,Linköping,,6480937.1501319,,,"0515 (Törnevalla), 63 [objektid=10051500630001]",,,V,RAK?,,sten,grå granit,runsten,,L 1128,$=ATA Dnr 6773/60,http://kmb.raa.se/cocoon/bild/object_list_simple?query=Ög223&showthumbnails=true,58.45147062215855,15.827773923618516,ᚱ,1050
Ög 224  ,Stratomta,Törnevalla sn,Åkerbo hd,Linköping,,6478504.1500021,,,"0515 (Törnevalla), 27:2 [objektid=10051500270002]",,A5; B1; 0; D1; 0; F2; 0,V,Fp (RAK),,sten,,runsten,,L 2068,,,58.42962946400744,15.805543439109746,ᚱ,1050
Ög 225 $ ,Högtomta,Östra Husby sn,Östkinds hd,Norrköping,Vid vägen in mot Högtomta.,6498960.1544517,,,"0552 (Östra Husby), 49 [objektid=10055200490001]",,A5; B1; C10; D1; 0; F3; 0,V,Fp,,sten,,runsten,"Återfunnen 1927. Läsning S. Lagman 1994: 1. ordet þruntra, 7. ordet -(a)...(u)r",L 1119,$=N 225,,58.61100295935631,16.57110476887169,ᚱ,1050
Ög 226 † ,Lönnbro,Östra Husby sn,Östkinds hd,Norrköping,,6495917.1546314,,,"0552 (Östra Husby), 394:4 [objektid=10055203940004]",,A4; B2; 0; D1; E5; F3; 0,V,?,,sten,,runsten,,B 924; L 1117,,,58.58349931721672,16.601399147086354,ᚱ,1050
Ög 227 † ,Lönnbro,Östra Husby sn,Östkinds hd,Norrköping,,6495917.1546314,,,"0552 (Östra Husby), 394:4 [objektid=10055203940004]",,,V,?,,sten,,runsten,,L 1118,,,58.58349931721672,16.601399147086354,ᚱ,1050
Ög 228  ,Tuna bro,Östra Husby sn,Östkinds hd,Norrköping,,6495932.1544468,,,"0552 (Östra Husby), 43 [objektid=10055200430001]",,,V,Pr2,,sten,,runsten,,,,,58.5838263147663,16.56966937083358,ᚱ,1050
Ög 229 $ ,Varby,Östra Husby sn,Östkinds hd,Norrköping,,6494925.1546025,,6495499.1546363,"0552 (Östra Husby), 133 (nuv. plats) [objektid=10055201330001]",,A5; B1; 0; D1; E8; F3; 0,V,Fp,,sten,,runsten,,B 1150; L 1116,$=Källström 2004:19-28,,58.57462502279009,16.596230629185264,ᚱ,1050
Ög 230  ,Åkerby trappbacke,Häradshammars sn,Östkinds hd,Norrköping,Rest 1941.,6490970.1548416,,,"0439 (Häradshammar), 222 [objektid=10043902220001]",,A1; B2; 0; D1; 0; F3; 0,V,Fp?,,sten,,runsten,,B 927; L 1120,,,58.53886315873598,16.636480635709763,ᚱ,1050
Ög 231 $ ,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,Lagad och uppsatt 1939 i kyrkan vid den igenmurade dörren på södra långväggen.,6495739.1539036,,,"0556 (Östra Stenby), 142:7 [objektid=10055601420007]",,"A1; B2; C6, C7; D1; E5, E6; F3; 0",V,Fp,,sten,kalksten,runsten,,,$=Fältex. C; $=N231; $=Williams manus (tolkningen ÞøfR),,58.58261432281666,16.47625763054974,ᚱ,1050
Ög 232 $ ,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,Uttagen och rest 1939 vid huvudgången upp till kyrkan.,6495723.1538974,,,"0556 (Östra Stenby), 142:3 [objektid=10055601420003]",,,V,Fp,,sten,ljusgrå granit,runsten,,,$=ATA Dnr 503/75,,58.58247624101802,16.475189115203797,ᚱ,1050
Ög 233 $ ,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,Uttagen och rest 1939 vid huvudgången upp till kyrkan.,6495721.1538991,,,"0556 (Östra Stenby), 142:5 [objektid=10055601420005]",,,V,RAK?,,sten,svartaktig granit,runsten,,,$=ATA Dnr 8114/74,,58.5824567662372,16.475480999994144,ᚱ,1050
Ög 234  ,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,Uttagen och rest 1939 vid huvudgången upp till kyrkan.,6495731.1538990,,,"0556 (Östra Stenby), 142:2 [objektid=10055601420002]",,A2; B1; C10; D1; 0; F3; 0,V,RAK,Samma som gjort Ög 235 (ATA 8141/74),sten,spräcklig rödaktig granit,runsten,,,,,58.58254662546116,16.475465523552455,ᚱ,1050
Ög 235 $ ,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,"Uttagen, lagad och rest 1939 vid huvudgången upp till kyrkan.",6495732.1539000,,,"0556 (Östra Stenby), 142:1 [objektid=10055601420001]",,A2; B1; C10; D1; 0; F3; 0,V,RAK,Samma som gjort Ög 234 (8141/74).,sten,ljusgrå strimmig granit,runsten,,,"$=ATA Dnr 2035/75, Lagman 1990:43, 158",,58.58255470753853,16.475637593792793,ᚱ,1050
Ög 236 $ ,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,Uttagen och rest 1939 vid huvudgången upp till kyrkan.,6495725.1539002,,,"0556 (Östra Stenby), 142:4 [objektid=10055601420004]",,A2; B4; C10; D1; 0; F3; 0,V,RAK,,sten,grå granit med rödaktiga inslag,runsten,,,$=ATA Dnr 8101/74,,58.58249168971294,16.475670773819772,ᚱ,1050
Ög 237  ,Ållonö,Östra Stenby sn,Östkinds hd,Norrköping,,6499709.1540577,,,"0556 (Östra Stenby), 132 [objektid=10055601320001]",,,V,RAK,,sten,,runsten,,,,,58.61811182909814,16.50345597198063,ᚱ,1050
Ög 238 $ ,Bankeberg,Vikingstads sn,Valkebo hd,Linköping,,6472955.1478747,,,"0523 (Vikingstad), 58 [objektid=10052300580001]",,A1; B1; 0; D3; 0; F3; 0,V,RAK,,sten,,runsten,,,$=Fältex. A & C,http://kmb.raa.se/cocoon/bild/object_list_simple?query=Ög238&showthumbnails=true,58.3792932540761,15.441926380587887,ᚱ,1050
Ög 239 $ ,Skänninge,Skänninge,,Mjölby,"S:ta Ingrids kloster, stenmuseet",6474915.1457950,,6475240.1457760,"0493 (Skänninge), 1 (tidigare 1:3) (nuv. plats) [objektid=10049300010001]",,,V,Fp,,sten,kalksten,gravhäll,,,"$=Owe manus; $=Fv 1943:317, http://fornvannen.se/pdf/1940talet/1943_309.pdf; $=ATA Dnr 3201/43; $=Wessén 1966:5; HedvallMenander78",,58.39538426263912,15.086126958340975,ᚱ,1050
Ög 240 $ ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,I vapenhuset.,6473183.1448098,,,"0435 (Hov), 3:3 [objektid=10043500030003]",,,V,,,sten,kalksten,fragment av gravhäll,Ög 240 och 241 (uttagen 1947) utgör delar av samma ristning.,Ög 241,$=Hov 2 s. 14; HedvallMenander172-173,,58.37877892914192,14.918069107596885,ᚱ,1050
Ög 242  ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,kyrkans västra gavelvägg,6473178.1448114,,,"0435 (Hov), 3:1 [objektid=10043500030001]",,,V,,,sten,kalksten,gravhäll,Rent ornamental.,,Hov 40:30; HedvallMenander177-178,,58.37873594102292,14.918343671837885,ᚱ,1050
Ög 243  ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,kyrkans västra gavelvägg,6473178.1448114,,,"0435 (Hov), 3:1 [objektid=10043500030001]",,,V,,,sten,kalksten,gravhäll,Rent ornamental.,,,,58.37873594102292,14.918343671837885,ᚱ,1050
Ög 244  ,Viby kyrkogård,Viby sn,Vifolka hd,Mjölby,Rest 40 m NV om torningången.,6471793.1471071,,,"0522 (Viby), 24:2 [objektid=10052200240002]",,"A1; B1; 0; D6; E5, E6, E9; F3; 0",V,?,,sten,ljusröd granit,ristad sten,Rent ornamental.,,,http://kmb.raa.se/cocoon/bild/object_list_simple?query=Ög244&showthumbnails=true,58.36842098551831,15.310878258514,ᚱ,1050
Ög 245 M ,Östra Eneby kyrka,Östra Eneby sn (nu Norrköping),Bråbo hd,Norrköping,På vapenhusvinden.,6498602.1519254,ja,,"0470 (Norrköping); 3031 (Östra Eneby), 81:4 [objektid=10303100810004]",,,M,,,puts,kalkputs,målad på puts,,,,,58.60963909154195,16.136431820028072,🧱ᚱ,1300
Ög 246  ,Örberga prästgård,Örberga sn,Dals hd,Vadstena,Örgården,6479600.1441200,,6479420.1441200,"0548 (Örberga), 4 (nuv. plats) [objektid=10054800040001]",spegelvända runor,,V,?,,sten,kalksten,runsten,Läses från höger till vänster.,,HedvallMenander296,,58.435509077276784,14.798544157995083,ᚱ,1050
Ög 247 $ ,Vreta klosters kyrka,Vreta klosters sn,Gullbergs hd,Linköping,,6484389.1483109,,,"0526 (Vreta kloster), 50:5 [objektid=10052600500005]",,,V,?,,sten,kalksten,gravhäll,,,$=SvK43:175 (L2= lockhäll 2); HedvallMenander40,http://kmb.raa.se/cocoon/bild/object_list_simple?query=Ög247&showthumbnails=true,58.48213447883419,15.515636378494413,ᚱ,1050
Ög 248 $M ,"Alvastra, ""Sverkerskapellet""",Västra Tollstads sn,Lysings hd,Ödeshög,SHM (16027:1),6463528.1431870,,,"0539 (Västra Tollstad), 3:3 [objektid=10053900030003]",,,M 1300-t?,,,metall,bly,band,,,$=Inventariehandlingar på SHM (ev. felaktigt under SHM 22111:40); $=DLM s. 66; http://fornvannen.se/pdf/1910talet/1918_199.pdf; http://fornvannen.se/pdf/1910talet/1918_202.pdf; http://fornvannen.se/pdf/1910talet/1919_112.pdf,,58.28989149352015,14.643605729035727,🗡️ᚱ,
Ög ANF1937;184  ,"Norrköping, Trädgårdsgatan 47",Norrköping,,Norrköping,,6496750.1522650,,,0470 (Norrköping),,,V?,,,sten,sandsten,kniv (bryne),Ett 30-tal runor och runliknande tecken.,,,,58.59284980135868,16.194672172754863,ᚱ,
Ög ANF1937;185  ,?,Östra Husby sn,Östkinds hd,Norrköping,,6496000.1545000,,,0552 (Östra Husby),,,V?,,,sten,,stenyxa,Fyra runtecken.,,,,58.58438210579215,16.578827970474734,ᚱ,
Ög ATA4666/43 $ ,Normlösa kyrka,Normlösa sn,Vifolka hd,Mjölby,I vapenhuset.,6477150.1466278,,,"0468 (Normlösa), 8:2 [objektid=10046800080002]",,,V,?,,sten,,fragment av runsten,"Hittades inmurat 1943, togs ut 1948. Tidigare signum: Ög ATA5053/48.",Ög ATA5053/48,"$=Owe 1996b:108; ATA Dnr 5053/48; HedvallMenander140-141, 144",,58.41616994110684,15.228198561595084,ᚱ,1050
Ög ATA1083/48  ,Östra Hargs kyrka,Östra Hargs sn,Åkerbo hd,Linköping,,6485017.1496419,,,"0551 (Östra Harg), 89 [objektid=10055100890001]",,,V,?,,sten,grå granit,fragment av runsten,,,,,58.4880864074625,15.743786298243824,ᚱ,1050
Ög ATA3020/48  ,Bjälbo kyrka,Bjälbo sn,Göstrings hd,Mjölby,,6472346.1453104,,6472377.1453176,"0404 (Bjälbo), 2:2 (fyndplats) [objektid=10040400020002], 3:4 (nuv. plats) [objektid=10040400030004], 3:5 [objektid=10040400030005]",,,V,?,,sten,kalksten,2 fragment av gravhäll,Fragmentet med runorna ...iRi × r... har inte återfunnits och förefaller vara försvunnet.,Ög N266,Ög N266; HedvallMenander97,,58.37182987295744,15.00379281826406,ᚱ,1050
Ög ATA4905/48  ,Sjögestads kyrka,Sjögestads sn,Valkebo hd,Linköping,Rest strax bredvid kyrkogårdsgrinden.,6471605.1474621,,,"0488 (Sjögestad), 19:2 [objektid=10048800190002]",,,V,?,,sten,,fragment av runsten,,,,,58.36695346060145,15.371555443470145,ᚱ,1050
Ög ATA5060/54  ,"Norrgården, Kullen",Bjälbo sn,Göstrings hd,Mjölby,Bjälbo kyrka,6472438.1453174,,6472377.1453176,"0404 (Bjälbo), 17 (fyndplats) [objektid=10040400170001], 3:3 (nuv. plats) [objektid=10040400030003]",,,V,?,,sten,kalksten,"gravhäll, lockhäll",,,HedvallMenander96,,58.37266324635671,15.004970173554613,ᚱ,1050
Ög ATA4197/55 $ ,Fornåsa kyrka,Fornåsa sn,Bobergs hd,Motala,Nu i tornet.,6484317.1466583,,,"0419 (Fornåsa), 17:1 [objektid=10041900170001]",,,V,?,,sten,grå kalksten,fragment av runsten,Reliefhuggen ornamentik. Ristad på tre sidor.,,$=ATA Dnr 351-469-2013; HedvallMenander147,,58.48053386631506,15.232370115077918,ᚱ,1050
Ög ATA2047/56  ,Sankt Lars kyrka,Linköping,,Linköping,,6476502.1489505,,,"0461 (Linköping), 268:4 [objektid=10046102680004]",,,V,,,sten,grå kalksten,fragment av gravhäll(?),"Litet fragment, förmodligen förkommet.",,,,58.41152857643584,15.625639204730907,ᚱ,1050
Ög ATA4374/56A  ,Sankt Lars kyrka,Linköping,,Linköping,,6476502.1489505,,,"0461 (Linköping), 268:4 [objektid=10046102680004]",,,V,?,,sten,kalksten,fragment av gravhäll,2 fragment med passning. Röda och svarta färgspår.,,"HedvallMenander130, 131",,58.41152857643584,15.625639204730907,ᚱ,1050
Ög ATA4374/56B  ,Sankt Lars kyrka,Linköping,,Linköping,,6476502.1489505,,,"0461 (Linköping), 268:4 [objektid=10046102680004]",,,V,?,,sten,kalksten,fragment av gravhäll(?),Svagt röda färgspår.,,HedvallMenander135,,58.41152857643584,15.625639204730907,ᚱ,1050
Ög ATA5365/56  ,Sankt Lars kyrka,Linköping,,Linköping,,6476502.1489505,,,"0461 (Linköping), 268:1 [objektid=10046102680001]",,,V,,,sten,grå kalksten,fragment av gravhäll,"Tidigare signum: Ög ATA63/57. Omnämnd i Fornvännen 1958, s. 255 (http://fornvannen.se/pdf/1950talet/1958_241.pdf).",Ög ATA63/57,HedvallMenander137,,58.41152857643584,15.625639204730907,ᚱ,1050
Ög ATA5366/56 † ,Sankt Lars kyrka,Linköping,,Linköping,,6476502.1489505,,,"0461 (Linköping), 268:4 [objektid=10046102680004]",,,V,?,,sten,kalksten,fragment av gravhäll,Fragmentet är förkommet.,,,,58.41152857643584,15.625639204730907,ᚱ,1050
Ög ATA3421/58  ,Asby kyrka,Asby sn,Ydre hd,Ydre,I långhuset och på vinden.,6420120.1464420,,,0400 (Asby),,,V,?,,sten,grå kalksten,4 ristade fragment av gravhällar varav 1 med runor,,,HedvallMenander402-405,,57.90402540232762,15.205107597307926,ᚱ,1050
Ög ATA6266/59A  ,Rogslösa kyrka,Rogslösa sn,Dals hd,Vadstena,I tornkammaren.,6473782.1437879,,,"0480 (Rogslösa), 36:1(6) [objektid=10048000360001]",,,V,,,sten,kalksten,fragment av gravhäll,Tidigare signum: Ög ATA6266/59.,Ög ATA6266/59,HedvallMenander120,,58.38282566784526,14.743274489708044,ᚱ,1050
Ög ATA6266/59B  ,Rogslösa kyrka,Rogslösa sn,Dals hd,Vadstena,I tornkammaren.,6473782.1437879,,,"0480 (Rogslösa), 36:1(1-5) [objektid=10048000360001]",,,V,,,sten,kalksten,5 fragment av gravhällar,Ett fragment har färgspår. Ett fragment är förkommet.,,HedvallMenander115-119,,58.38282566784526,14.743274489708044,ᚱ,1050
Ög ATA6550/59A  ,Allhelgonakyrkan,Skänninge,,Mjölby,Skänninge museum,6475012.1457916,,6475050.1457941,"0493 (Skänninge), 11 (fyndplats) [objektid=10049300110001], 12 (nuv. plats) [objektid=10049300120001]",,,V,,,sten,kalksten,fragment av gravhäll,,,HedvallMenander55,,58.39625177628463,15.085527838244992,ᚱ,1050
Ög ATA6550/59B  ,Allhelgonakyrkan,Skänninge,,Mjölby,Skänninge museum,6475012.1457916,,6475050.1457941,"0493 (Skänninge), 11 (fyndplats) [objektid=10049300110001], 12 (nuv. plats) [objektid=10049300120001]",,,V,,,sten,kalksten,fragment av gravhäll,,,HedvallMenander59,,58.39625177628463,15.085527838244992,ᚱ,1050
Ög ATA6550/59C  ,Allhelgonakyrkan,Skänninge,,Mjölby,Skänninge museum,6475012.1457916,,6475050.1457941,"0493 (Skänninge), 11 (fyndplats) [objektid=10049300110001], 12 (nuv. plats) [objektid=10049300120001]",,,V,,,sten,kalksten,fragment av gravhäll,,,HedvallMenander63,,58.39625177628463,15.085527838244992,ᚱ,1050
Ög ATA6550/59D  ,Allhelgonakyrkan,Skänninge,,Mjölby,Skänninge museum,6475012.1457916,,6475050.1457941,"0493 (Skänninge), 11 (fyndplats) [objektid=10049300110001], 12 (nuv. plats) [objektid=10049300120001]",,,V,,,sten,kalksten,fragment av gravhäll,,,HedvallMenander72,,58.39625177628463,15.085527838244992,ᚱ,1050
Ög ATA6550/59E † ,Allhelgonakyrkan,Skänninge,,Mjölby,Skänninge museum,6475012.1457916,,6475050.1457941,"0493 (Skänninge), 11 (fyndplats) [objektid=10049300110001], 12 (nuv. plats) [objektid=10049300120001]",,,V,,,sten,kalksten,fragment av gravhäll,Förkommet.,,,,58.39625177628463,15.085527838244992,ᚱ,1050
Ög ATA6550/59F  ,Allhelgonakyrkan,Skänninge,,Mjölby,Skänninge museum,6475012.1457916,,6475050.1457941,"0493 (Skänninge), 11 (fyndplats) [objektid=10049300110001], 12 (nuv. plats) [objektid=10049300120001]",,,V,,,sten,kalksten,20 fragment av gravhällar,Fyra fragment är ristade på två sidor. Tre fragment är förkomna.,,"HedvallMenander56, 58, 60, 61, 65-68, 70, 76, 83, 85, 87-90, 94, 95",,58.39625177628463,15.085527838244992,ᚱ,1050
Ög ATA6488/60  ,Hospitalskapellet,Skänninge,,Mjölby,,6475491.1458716,,,"0493 (Skänninge), 2:4 [objektid=10049300020004]",,,V,RAK,,sten,granit,runsten,"Trampsliten, varit tröskelsten.",,,,58.40062805528962,15.099120919860951,ᚱ,1050
Ög ATA2458/61 † ,Allhelgonakyrkan,Skänninge,,Mjölby,Skänninge museum,6475012.1457916,,6475050.1457941,"0493 (Skänninge), 11 (fyndplats) [objektid=10049300110001], 12 (nuv. plats) [objektid=10049300120001]",,,V,,,sten,grå kalksten,fragment av gravhäll,Sannolikt förkommet.,,,,58.39625177628463,15.085527838244992,ᚱ,1050
Ög ATA5503/61  ,Rystads kyrka,Rystads sn,Åkerbo hd,Linköping,Grundsten i sakristian.,6480810.1494547,,,"0481 (Rystad), 280 [objektid=10048102800001]",,,V,?,,sten,blågrå granit,runsten,,,,,58.45029743643921,15.71179249191435,ᚱ,1050
Ög ATA5586/61  ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,"I nordmuren, ca 110 cm Ö om långhusets NV hörn, ca 180 cm över marken.",6473180.1448100,,,0435 (Hov),,,V,,,sten,kalksten,"fragment av gravhäll, gavelhäll",,,,,58.37875223577142,14.918103963977703,ᚱ,1050
Ög ATA5591/61  ,"Allhelgonakyrkans ruin, (Munken)",Skänninge,,Mjölby,SHM (26898:9),6475020.1457900,,,0493 (Skänninge),,,V/M,,,metall,brons,bleck,,,,http://kulturarvsdata.se/shm/media/html/41323,58.39632205413005,15.085252789056087,🗡️ᚱ,
Ög ATA4639/62 †$ ,Viby kyrka,Viby sn,Vifolka hd,Mjölby,"Östergötlands länsmuseum, Linköping (C 3752?)",6471767.1471097,,,0522 (Viby),,,V,,,sten,kalksten,fragment av runsten,Funnet 1962. Kunde ej hittas på museet 2006.,,$=Teckning i Östergötlands länsmuseum,,58.368189286787626,15.311325767067187,ᚱ,1050
Ög ATA6576/62A  ,Dagsbergs kyrka,Dagsbergs sn,Lösings hd,Norrköping,,6495610.1529770,,,0412 (Dagsberg),,,V,?,,sten,grå kalksten,"fragment av gravhäll, lockhäll",Ristad på två sidor. Tidigare signum: Ög ATA6576/62.,Ög ATA6576/62,HedvallMenander159,http://www.kms.raa.se/cocoon/bild/show-image.html?id=16001000020583,58.582187677354106,16.316954875145964,ᚱ,1050
Ög ATA6576/62B  ,Dagsbergs kyrka,Dagsbergs sn,Lösings hd,Norrköping,,6495610.1529770,,,0412 (Dagsberg),,,V,,,sten,kalksten,4 fragment av gravhällar,Två fragment är ristade på två sidor.,,"HedvallMenander157-158, 160-161",,58.582187677354106,16.316954875145964,ᚱ,1050
Ög ATA6577/62A  ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,I tornkammaren.,6473183.1448098,,,"0435 (Hov), 3:1 [objektid=10043500030001]",,,V,,,sten,grå kalksten,fragment av gravhäll,,,,,58.37877892914192,14.918069107596885,ᚱ,1050
Ög ATA6577/62B  ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,I tornkammaren.,6473183.1448098,,,"0435 (Hov), 3:1 [objektid=10043500030001]",,,V,,,sten,grå kalksten,fragment av gravhäll,,,HedvallMenander182,,58.37877892914192,14.918069107596885,ᚱ,1050
Ög ATA6577/62C  ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,"I långhusets södra grundmur, 1,5m Ö om SV hörnet.",6473180.1448100,,,0435 (Hov),,,V,,,sten,kalksten,fragment av gravhäll,,,,,58.37875223577142,14.918103963977703,ᚱ,1050
Ög ATA6577/62D  ,Hovs kyrka,Hovs sn,Göstrings hd,Vadstena,"I långhusets södra grundmur, 1,5m Ö om SV hörnet.",6473180.1448100,,,0435 (Hov),,,V,,,sten,kalksten,fragment av gravhäll,,,,,58.37875223577142,14.918103963977703,ᚱ,1050
Ög ATA6225/65  ,Vists kyrka,Vists sn,Hanekinds hd,Linköping,,6467340.1495496,,,"0525 (Vist), 124 [objektid=10052501240001]",,,V,?,,sten,granit,runsten,,,,,58.32937673731246,15.728312898488532,ᚱ,1050
Ög ATA4654/74  ,Skärkinds gamla kyrka,Skärkinds sn,Skärkinds hd,Norrköping,Nu i bod vid församlingshemmet.,6483151.1510840,Proveniens okänd.,6482730.1510530,"0494 (Skärkind), 68:4 (tid. plats) [objektid=10049400680004]",,,V,?,,sten,brunaktig grå granit,fragment av runsten,,Ög N284,Ög N284,,58.47121629840216,15.99094442843964,ᚱ,1050
Ög ATA580/75 $ ,Östra Stenby kyrka,Östra Stenby sn,Östkinds hd,Norrköping,Rest vid huvudgången upp till kyrkan.,6495717.1538980,,,"0556 (Östra Stenby), 142:6 [objektid=10055601420006]",,,V,?,,sten,ådrig gnejs,runsten,,Ög N289,Ög N289; $=Källström 2010a,,58.5824218424804,16.47529122654482,ᚱ,1050
